catalog,id,name,tier,type,gridW,gridH,aspect,targetFile,targetImg,targetExists,currentImg,prompt,negative
potions,stormbrew_energy,Штормовое зелье бодрости,6,potion,1,1,1:1,icons/items/potions/stormbrew_energy.webp,systems/iron-hills-system/icons/items/potions/stormbrew_energy.webp,true,systems/iron-hills-system/icons/items/potions/stormbrew_energy.webp,"Concept ""Штормовое зелье бодрости"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: lightning stamina surge, brisk vitality, liquid appearance: silver-threaded emerald liquor, vessel: mithril-trimmed phial, cold magical steam wisps, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,wyrmsblood_elixir,Эликсир змеиной крови,6,potion,1,1,1:1,icons/items/potions/wyrmsblood_elixir.webp,systems/iron-hills-system/icons/items/potions/wyrmsblood_elixir.webp,true,systems/iron-hills-system/icons/items/potions/wyrmsblood_elixir.webp,"Concept ""Эликсир змеиной крови"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: wounds knitting shut, restorative warmth, liquid appearance: silver-threaded emerald liquor, vessel: mithril-trimmed phial, cold magical steam wisps, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,astral_philter_heal,Фильтр звёзд (лечение),7,potion,1,1,1:1,icons/items/potions/astral_philter_heal.webp,systems/iron-hills-system/icons/items/potions/astral_philter_heal.webp,true,systems/iron-hills-system/icons/items/potions/astral_philter_heal.webp,"Concept ""Фильтр звёзд (лечение)"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: wounds knitting shut, restorative warmth, liquid appearance: star-speckled violet plasma, vessel: void-glass ampoule, orbiting dust motes of light, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,lunar_infusion_mana,Лунный настой маны,7,potion,1,1,1:1,icons/items/potions/lunar_infusion_mana.webp,systems/iron-hills-system/icons/items/potions/lunar_infusion_mana.webp,true,systems/iron-hills-system/icons/items/potions/lunar_infusion_mana.webp,"Concept ""Лунный настой маны"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: arcane reservoir refill, whispering sparks, liquid appearance: star-speckled violet plasma, vessel: void-glass ampoule, orbiting dust motes of light, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,eclipse_draught_energy,Зелье затмения (бодрость),8,potion,1,1,1:1,icons/items/potions/eclipse_draught_energy.webp,systems/iron-hills-system/icons/items/potions/eclipse_draught_energy.webp,true,systems/iron-hills-system/icons/items/potions/eclipse_draught_energy.webp,"Concept ""Зелье затмения (бодрость)"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: lightning stamina surge, brisk vitality, liquid appearance: radiant golden ichor, vessel: filigree celestial flask, sunbeam god-rays through liquid, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,philosophers,Философский эликсир,8,potion,1,1,1:1,icons/items/potions/philosophers.webp,systems/iron-hills-system/icons/items/potions/philosophers.webp,true,systems/iron-hills-system/icons/items/potions/philosophers.webp,"Concept ""Философский эликсир"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: total bodily renewal, cathedral purity, liquid appearance: radiant golden ichor, vessel: filigree celestial flask, sunbeam god-rays through liquid, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,solar_balm_heal,Солнечный бальзам,9,potion,1,1,1:1,icons/items/potions/solar_balm_heal.webp,systems/iron-hills-system/icons/items/potions/solar_balm_heal.webp,true,systems/iron-hills-system/icons/items/potions/solar_balm_heal.webp,"Concept ""Солнечный бальзам"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: wounds knitting shut, restorative warmth, liquid appearance: molten sunrise-orange core fluid, vessel: orichalcum-stoppered relic bottle, voluntary sparks along rim, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,solar_balm_mana,Солнечный эликсир маны,9,potion,1,1,1:1,icons/items/potions/solar_balm_mana.webp,systems/iron-hills-system/icons/items/potions/solar_balm_mana.webp,true,systems/iron-hills-system/icons/items/potions/solar_balm_mana.webp,"Concept ""Солнечный эликсир маны"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: arcane reservoir refill, whispering sparks, liquid appearance: molten sunrise-orange core fluid, vessel: orichalcum-stoppered relic bottle, voluntary sparks along rim, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,genesis_vitalis,Флакон генезиса,10,potion,1,1,1:1,icons/items/potions/genesis_vitalis.webp,systems/iron-hills-system/icons/items/potions/genesis_vitalis.webp,true,systems/iron-hills-system/icons/items/potions/genesis_vitalis.webp,"Concept ""Флакон генезиса"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: total bodily renewal, cathedral purity, liquid appearance: prismatic abyss-black mirror fluid, vessel: adamant seal amphora-miniature, reality ripple distortion around vessel, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
spells,call_wisp,Призвать огонек,1,spell,1,1,1:1,icons/items/spells/call_wisp.webp,systems/iron-hills-system/icons/items/spells/call_wisp.webp,false,systems/iron-hills-system/icons/items/spells/summon_skeleton.webp,"Concept ""Призвать огонек"", a magic spell icon for summon magic, rough low-tier materials, worn edges, practical peasant craft, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
spells,fire_bolt,Огненный Bolt,1,spell,1,1,1:1,icons/items/spells/fire_bolt.webp,systems/iron-hills-system/icons/items/spells/fire_bolt.webp,true,systems/iron-hills-system/icons/items/spells/fire_bolt.webp,"Concept ""Огненный Bolt"", spell icon for fire magic, orange-red flame, ember sparks, blackened rim, molten core, single-target magical projectile or focused spell sigil, pure spell energy, readable magical purpose, rank 1, humble frontier craft, worn cloth, dull leather, simple clay or iron fittings, 1024x1024, single isolated fantasy RPG spell icon, centered magical effect or glyph, no caster, no hands, no book page, plain dark or transparent background, sharp painterly detail, readable at small square action-bar and inventory icon size --ar 1:1","text, watermark, logo, signature, blurry, low quality, character portrait, caster silhouette, hands, book page, UI border, flat emoji, simple vector symbol, nsfw"
